id,fecha_hora,numero,jugadores_presentes,velocity,direction,strategy,fichas,ganancia,saldo,opcion_apuesta,categoria,aus_rojo,aus_negro,aus_par,aus_impar,aus_1-18,aus_19-36
210.0,2025-05-10 20:16:53,12.0,10,51.965370432639695,antihorario,fibonacci,1.0,500.0,500.0,rojo,rojo,1,3,186,186,186,186
211.0,2025-05-10 20:18:20,32.0,10,53.74290221210307,horario,fibonacci,1.0,500.0,500.0,rojo,rojo,1,4,187,187,187,187
212.0,2025-05-10 20:19:04,11.0,10,40.22552487193009,sin cambio,fibonacci,1.0,-500.0,-500.0,rojo,negro,1,5,188,188,188,188
213.0,2025-05-10 20:19:46,2.0,10,52.92333981698198,antihorario,fibonacci,1.0,-500.0,-1500.0,rojo,negro,2,1,189,189,189,189
214.0,2025-05-10 20:20:32,10.0,10,52.61662281832528,horario,dalembert,4.0,-2000.0,-5500.0,rojo,negro,3,1,190,190,190,190
215.0,2025-05-10 20:21:14,18.0,10,55.76916396343008,antihorario,fibonacci,2.0,1000.0,-5500.0,rojo,rojo,4,1,191,191,191,191
216.0,2025-05-10 20:22:42,13.0,13,57.04705714917068,horario,fibonacci,1.0,-500.0,-6500.0,rojo,negro,1,2,192,192,192,192
217.0,2025-05-10 20:23:22,32.0,13,43.65452058662244,horario,fibonacci,1.0,500.0,-6500.0,rojo,rojo,2,1,193,193,193,193
218.0,2025-05-10 20:24:01,25.0,10,46.9273584459481,sin cambio,fibonacci,1.0,500.0,-6500.0,rojo,rojo,1,2,194,194,194,194
219.0,2025-05-10 20:24:48,14.0,10,47.671260484177395,horario,fibonacci,1.0,500.0,-6500.0,rojo,rojo,1,3,195,195,195,195
220.0,2025-05-10 20:25:32,16.0,10,47.05568449508064,antihorario,fibonacci,1.0,500.0,-6500.0,rojo,rojo,1,4,196,196,196,196
222.0,2025-05-10 20:37:49,4.0,10,53.76747712171323,horario,fibonacci,2.0,-1000.0,7000.0,rojo,negro,1,5,197,197,197,197
223.0,2025-05-10 20:38:33,17.0,10,51.256466552134064,antihorario,fibonacci,3.0,-1500.0,4000.0,rojo,negro,2,1,198,198,198,198
224.0,2025-05-10 20:39:19,4.0,10,46.29266190155287,horario,fibonacci,5.0,-2500.0,-1000.0,rojo,negro,3,1,199,199,199,199
225.0,2025-05-10 20:39:59,34.0,10,52.13485201341747,antihorario,fibonacci,8.0,4000.0,-1000.0,rojo,rojo,4,1,200,200,200,200
226.0,2025-05-10 20:40:41,7.0,10,50.88469656128779,horario,fibonacci,1.0,500.0,-1000.0,rojo,rojo,1,2,201,201,201,201
227.0,2025-05-10 20:41:23,12.0,10,59.01290683988961,antihorario,fibonacci,1.0,500.0,-1000.0,rojo,rojo,1,3,202,202,202,202
228.0,2025-05-10 20:42:07,18.0,10,49.406281527364364,horario,fibonacci,1.0,500.0,-1000.0,rojo,rojo,1,4,203,203,203,203
229.0,2025-05-10 20:43:31,27.0,10,40.008470538750586,antihorario,fibonacci,1.0,500.0,-1000.0,rojo,rojo,1,5,204,204,204,204
230.0,2025-05-10 20:44:19,32.0,10,44.87821956075924,antihorario,fibonacci,1.0,500.0,-1000.0,rojo,rojo,1,6,205,205,205,205
231.0,2025-05-10 20:44:59,20.0,10,42.37805934242932,sin cambio,fibonacci,1.0,-500.0,-2000.0,rojo,negro,1,7,206,206,206,206
232.0,2025-05-10 20:45:41,32.0,10,50.54075026787555,antihorario,fibonacci,1.0,500.0,-2000.0,rojo,rojo,2,1,207,207,207,207
233.0,2025-05-10 20:46:31,2.0,10,45.40671075700022,horario,fibonacci,1.0,-500.0,-3000.0,rojo,negro,1,2,208,208,208,208
234.0,2025-05-10 20:47:15,23.0,13,42.64905019059349,antihorario,fibonacci,1.0,500.0,-3000.0,rojo,rojo,2,1,209,209,209,209
235.0,2025-05-10 20:47:59,36.0,10,45.51277943189165,horario,fibonacci,1.0,500.0,-3000.0,rojo,rojo,1,2,210,210,210,210
236.0,2025-05-10 20:48:37,6.0,14,50.54656493803644,antihorario,fibonacci,1.0,-500.0,-4000.0,rojo,negro,1,3,211,211,211,211
237.0,2025-05-10 20:49:19,35.0,13,55.07752577139187,horario,fibonacci,1.0,-500.0,-5000.0,rojo,negro,2,1,212,212,212,212
238.0,2025-05-10 20:49:59,27.0,10,53.76450577722579,antihorario,fibonacci,2.0,1000.0,-5000.0,rojo,rojo,3,1,213,213,213,213
239.0,2025-05-10 20:50:42,23.0,10,50.38755930643162,horario,fibonacci,1.0,500.0,-5000.0,rojo,rojo,1,2,214,214,214,214
240.0,2025-05-10 20:51:27,20.0,10,48.47593872319933,antihorario,fibonacci,1.0,-500.0,-6000.0,rojo,negro,1,3,215,215,215,215
241.0,2025-05-10 20:52:09,9.0,13,47.55929748522402,horario,fibonacci,1.0,500.0,-6000.0,rojo,rojo,2,1,216,216,216,216
242.0,2025-05-10 20:52:47,0.0,15,45.63620584258355,antihorario,dalembert,1.0,-500.0,-7000.0,rojo,0,1,2,217,217,217,217
243.0,2025-05-10 20:53:28,24.0,13,55.76937880077816,horario,fibonacci,2.0,-1000.0,-9000.0,rojo,negro,2,3,218,218,218,218
244.0,2025-05-10 20:54:15,0.0,10,47.80719357786867,antihorario,fibonacci,3.0,-1500.0,-12000.0,rojo,0,3,1,219,219,219,219
245.0,2025-05-10 20:54:57,19.0,9,38.77325302703689,horario,fibonacci,5.0,2500.0,-12000.0,rojo,rojo,4,2,220,220,220,220
246.0,2025-05-10 20:55:44,7.0,10,47.605254632162776,antihorario,fibonacci,1.0,500.0,-12000.0,rojo,rojo,1,3,221,221,221,221
269.0,2025-05-12 14:02:57,27.0,13,38.730783404581324,antihorario,,0.0,0.0,9500.0,,rojo,1,4,222,222,222,222
271.0,2025-05-12 14:03:43,16.0,0,45.53751260856129,horario,,0.0,0.0,9000.0,,rojo,1,5,223,223,223,223
273.0,2025-05-12 14:12:32,26.0,0,40.05835502502216,sin cambio,,0.0,0.0,10000.0,,negro,1,6,224,224,224,224
274.0,2025-05-12 14:13:12,7.0,10,51.400968980698195,antihorario,fibonacci,2.0,0.0,9000.0,negro,rojo,2,1,225,225,225,225
275.0,2025-05-12 14:13:54,29.0,10,53.77681117588074,horario,,0.0,0.0,9000.0,,negro,1,2,226,226,226,226
276.0,2025-05-12 14:14:37,5.0,0,52.4866273724536,antihorario,,0.0,0.0,9000.0,,rojo,2,1,227,227,227,227
277.0,2025-05-12 14:15:19,4.0,18,58.97459560634297,horario,fibonacci,8.0,0.0,5000.0,impar,negro,1,2,228,228,228,228
278.0,2025-05-12 14:16:03,24.0,10,47.83660017207054,antihorario,,0.0,0.0,5000.0,,negro,2,1,229,229,229,229
279.0,2025-05-12 14:16:47,32.0,0,54.214866438668395,horario,,0.0,0.0,5000.0,,rojo,3,1,230,230,230,230
280.0,2025-05-12 14:17:30,34.0,0,62.91104548402016,antihorario,,0.0,0.0,5000.0,,rojo,1,2,231,231,231,231
281.0,2025-05-12 14:18:17,14.0,0,56.63275979073365,horario,,0.0,0.0,5000.0,,rojo,1,3,232,232,232,232
282.0,2025-05-12 14:18:56,17.0,0,58.511134906356354,antihorario,,0.0,0.0,5000.0,,negro,1,4,233,233,233,233
283.0,2025-05-12 14:19:38,15.0,0,60.130291647398735,horario,,0.0,0.0,5000.0,,negro,2,1,234,234,234,234
284.0,2025-05-12 14:20:21,30.0,0,54.058169151465314,antihorario,,0.0,0.0,5000.0,,rojo,3,1,235,235,235,235
285.0,2025-05-12 14:21:03,35.0,0,53.683740578994126,horario,,0.0,0.0,5000.0,,negro,1,2,236,236,236,236
286.0,2025-05-12 14:21:45,15.0,13,50.72122473867179,antihorario,,0.0,0.0,5000.0,,negro,2,1,237,237,237,237
287.0,2025-05-12 14:22:28,33.0,0,49.177513768195865,horario,,0.0,0.0,5000.0,,negro,3,1,238,238,238,238
288.0,2025-05-12 14:23:09,5.0,0,58.09076133798518,antihorario,,0.0,0.0,5000.0,,rojo,4,1,239,239,239,239
289.0,2025-05-12 14:23:51,13.0,0,57.42880780688296,horario,,0.0,0.0,5000.0,,negro,1,2,240,240,240,240
290.0,2025-05-12 14:24:33,11.0,15,56.035817304371335,antihorario,,0.0,0.0,5000.0,,negro,2,1,241,241,241,241
291.0,2025-05-12 14:25:20,12.0,16,56.279648186718475,horario,fibonacci,3.0,0.0,3500.0,impar,rojo,3,1,242,242,242,242
292.0,2025-05-12 14:26:05,14.0,13,57.228340895965296,antihorario,fibonacci,5.0,0.0,1000.0,impar,rojo,1,2,243,243,243,243
293.0,2025-05-12 14:26:43,14.0,13,48.12608188655217,horario,,0.0,0.0,1000.0,,rojo,1,3,244,244,244,244
294.0,2025-05-12 14:27:31,18.0,13,54.654554776467116,antihorario,,0.0,0.0,1000.0,,rojo,1,4,245,245,245,245
295.0,2025-05-12 14:28:09,3.0,13,54.07078104180381,horario,fibonacci,21.0,0.0,-9500.0,1-18,rojo,1,5,246,246,246,246
296.0,2025-05-12 14:29:35,14.0,15,51.650805174275575,horario,fibonacci,1.0,0.0,-10000.0,1-18,rojo,1,6,247,247,247,247
297.0,2025-05-12 14:30:12,32.0,18,44.30906494389652,antihorario,fibonacci,1.0,0.0,-10500.0,1-18,rojo,1,7,248,248,248,248
298.0,2025-05-12 14:31:03,20.0,0,39.1862809417459,horario,fibonacci,2.0,0.0,-11500.0,1-18,negro,1,8,249,249,249,249
299.0,2025-05-12 14:48:54,5.0,0,60.82123419922375,antihorario,,0.0,0.0,10000.0,,rojo,2,1,250,250,250,250
300.0,2025-05-12 14:49:38,32.0,0,42.92097064519385,sin cambio,fibonacci,2.0,0.0,9000.0,rojo,rojo,1,2,251,251,251,251
301.0,2025-05-12 14:50:19,14.0,0,49.78509234117572,antihorario,fibonacci,3.0,0.0,7500.0,rojo,rojo,1,3,252,252,252,252
302.0,2025-05-12 14:51:03,5.0,0,46.0367697506654,horario,fibonacci,5.0,0.0,5000.0,rojo,rojo,1,4,253,253,253,253
303.0,2025-05-12 14:51:45,26.0,0,48.95476803820892,antihorario,fibonacci,8.0,0.0,1000.0,rojo,negro,1,5,254,254,254,254
304.0,2025-05-12 14:52:30,14.0,0,64.79328136858014,horario,fibonacci,13.0,0.0,-5500.0,rojo,rojo,2,1,255,255,255,255
305.0,2025-05-12 14:53:14,29.0,13,54.816211491143264,antihorario,fibonacci,21.0,0.0,-16000.0,rojo,negro,1,2,256,256,256,256
307.0,2025-05-12 14:56:47,9.0,10,57.39657099727484,horario,fibonacci,2.0,0.0,9000.0,negro,rojo,2,1,257,257,257,257
308.0,2025-05-12 14:57:30,27.0,0,47.50765666413554,antihorario,fibonacci,3.0,0.0,7500.0,impar,rojo,1,2,258,258,258,258
309.0,2025-05-12 14:58:11,22.0,0,53.07041925965368,horario,fibonacci,5.0,0.0,5000.0,impar,negro,1,3,259,259,259,259
310.0,2025-05-12 14:58:54,11.0,0,53.64153779762905,antihorario,fibonacci,8.0,0.0,1000.0,impar,negro,2,1,260,260,260,260
311.0,2025-05-12 14:59:37,21.0,0,47.820622056151,horario,fibonacci,13.0,0.0,-5500.0,impar,rojo,3,1,261,261,261,261
312.0,2025-05-12 15:00:20,23.0,0,47.734460983368166,antihorario,fibonacci,21.0,0.0,-16000.0,impar,rojo,1,2,262,262,262,262
313.0,2025-05-12 15:01:07,31.0,0,51.81248750882808,horario,fibonacci,1.0,0.0,-16500.0,impar,negro,1,3,263,263,263,263
314.0,2025-05-12 15:01:48,22.0,0,42.987214753899046,antihorario,fibonacci,1.0,0.0,-17000.0,impar,negro,2,1,264,264,264,264
315.0,2025-05-12 15:02:29,9.0,0,49.06373340284818,horario,fibonacci,2.0,0.0,-18000.0,impar,rojo,3,1,265,265,265,265
316.0,2025-05-12 15:03:17,21.0,0,37.27363155632988,antihorario,fibonacci,3.0,0.0,-19500.0,impar,rojo,1,2,266,266,266,266
317.0,2025-05-12 15:04:01,22.0,10,47.66296094081677,horario,fibonacci,5.0,0.0,-22000.0,impar,negro,1,3,267,267,267,267
318.0,2025-05-12 15:04:41,34.0,10,60.9570562566827,antihorario,fibonacci,8.0,0.0,-26000.0,19-36,rojo,2,1,268,268,268,268
319.0,2025-05-12 15:06:07,27.0,11,49.56404219181556,antihorario,fibonacci,13.0,0.0,-32500.0,19-36,rojo,1,2,269,269,269,269
320.0,2025-05-12 15:06:55,24.0,12,51.95549125859514,horario,fibonacci,21.0,0.0,-43000.0,19-36,negro,1,3,270,270,270,270
321.0,2025-05-12 15:07:35,25.0,15,44.25699887834849,antihorario,fibonacci,1.0,0.0,-43500.0,19-36,rojo,2,1,271,271,271,271
322.0,2025-05-12 15:08:24,4.0,15,44.41604525188544,horario,fibonacci,1.0,0.0,-44000.0,19-36,negro,1,2,272,272,272,272
323.0,2025-05-12 15:09:14,32.0,13,36.45718979709655,sin cambio,fibonacci,2.0,0.0,-45000.0,19-36,rojo,2,1,273,273,273,273
324.0,2025-05-12 15:09:57,0.0,13,47.49376006816043,horario,fibonacci,3.0,0.0,-46500.0,19-36,0,1,2,274,274,274,274
325.0,2025-05-12 15:10:38,23.0,13,53.10497734418158,antihorario,,0.0,0.0,-46500.0,,rojo,2,3,275,275,275,275
326.0,2025-05-12 15:11:29,3.0,13,44.217625611501596,horario,fibonacci,8.0,0.0,-50500.0,19-36,rojo,1,4,276,276,276,276
327.0,2025-05-12 15:12:06,25.0,13,46.877404742031125,antihorario,,0.0,0.0,-50500.0,,rojo,1,5,277,277,277,277
328.0,2025-05-12 15:12:49,23.0,13,50.17059669392898,horario,,0.0,0.0,-50500.0,,rojo,1,6,278,278,278,278
329.0,2025-05-12 15:13:34,26.0,12,55.60914287396253,antihorario,,0.0,0.0,-50500.0,,negro,1,7,279,279,279,279
330.0,2025-05-12 15:14:17,35.0,15,54.104487105945765,horario,,0.0,0.0,-50500.0,,negro,2,1,280,280,280,280
331.0,2025-05-12 15:15:00,22.0,15,62.41016674380702,antihorario,,0.0,0.0,-50500.0,,negro,3,1,281,281,281,281
332.0,2025-05-13 16:19:29,28.0,16,41.23189510683926,horario,fibonacci,1.0,0.0,9500.0,negro,negro,4,1,282,282,282,282
333.0,2025-05-13 16:20:15,26.0,7,35.66625443757176,antihorario,fibonacci,1.0,0.0,9500.0,negro,negro,5,1,283,283,283,283
334.0,2025-05-13 16:21:00,24.0,19,47.82690162101892,horario,fibonacci,1.0,0.0,9500.0,negro,negro,6,1,284,284,284,284
336.0,2025-05-13 16:28:57,34.0,19,57.80479228286854,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,7,1,285,285,285,285
337.0,2025-05-13 16:29:40,33.0,19,51.567331186182486,horario,fibonacci,1.0,0.0,9500.0,rojo,negro,1,2,286,286,286,286
338.0,2025-05-13 16:30:26,13.0,19,54.83191807455963,antihorario,fibonacci,1.0,-500.0,9000.0,rojo,negro,2,1,287,287,287,287
339.0,2025-05-13 16:31:06,20.0,7,63.457250467041085,horario,fibonacci,1.0,0.0,8500.0,impar,negro,3,1,288,288,288,288
340.0,2025-05-13 16:31:47,22.0,7,55.237352568813264,antihorario,fibonacci,1.0,-500.0,8000.0,impar,negro,4,1,289,289,289,289
341.0,2025-05-13 16:32:32,5.0,19,44.62889875906185,horario,fibonacci,2.0,0.0,7000.0,negro,rojo,5,1,290,290,290,290
342.0,2025-05-14 11:31:53,22.0,13,55.46871393596391,antihorario,fibonacci,1.0,0.0,9500.0,negro,negro,1,2,291,291,291,291
343.0,2025-05-14 11:32:32,14.0,0,47.73290919472211,horario,fibonacci,1.0,-500.0,9000.0,negro,rojo,2,1,292,292,292,292
344.0,2025-05-14 11:33:13,2.0,12,62.6643486481064,antihorario,fibonacci,2.0,0.0,8000.0,par,negro,1,2,293,293,293,293
345.0,2025-05-14 11:46:19,20.0,15,62.817053040948075,antihorario,fibonacci,1.0,0.0,9500.0,negro,negro,2,1,294,294,294,294
346.0,2025-05-14 11:46:59,3.0,0,44.76013028074525,sin cambio,fibonacci,1.0,-500.0,9000.0,negro,rojo,3,1,295,295,295,295
347.0,2025-05-14 11:47:43,34.0,15,50.88064295800216,antihorario,fibonacci,2.0,0.0,8000.0,par,rojo,1,2,296,296,296,296
348.0,2025-05-14 11:56:57,36.0,0,46.43329806086297,horario,fibonacci,1.0,0.0,9500.0,rojo,rojo,1,3,297,297,297,297
349.0,2025-05-14 11:57:39,14.0,0,53.440439454407276,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,1,4,298,298,298,298
350.0,2025-05-14 11:58:27,33.0,0,59.13986266903935,horario,fibonacci,1.0,0.0,9500.0,rojo,negro,1,5,299,299,299,299
351.0,2025-05-14 11:59:05,19.0,0,47.034543053483056,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,2,1,300,300,300,300
352.0,2025-05-14 11:59:47,28.0,18,52.69943477828417,horario,fibonacci,1.0,0.0,9500.0,rojo,negro,1,2,301,301,301,301
353.0,2025-05-14 12:00:27,29.0,0,56.951583376347116,antihorario,fibonacci,1.0,-500.0,9000.0,rojo,negro,2,1,302,302,302,302
354.0,2025-05-14 12:01:10,13.0,19,59.22595922967483,horario,fibonacci,1.0,0.0,8500.0,rojo,negro,3,1,303,303,303,303
355.0,2025-05-14 12:01:54,32.0,18,38.22169444910066,sin cambio,fibonacci,1.0,500.0,9000.0,rojo,rojo,4,1,304,304,304,304
356.0,2025-05-14 12:02:34,30.0,0,52.12552879566872,horario,fibonacci,1.0,0.0,8500.0,rojo,rojo,1,2,305,305,305,305
357.0,2025-05-14 12:03:19,22.0,18,48.714165156622315,antihorario,fibonacci,1.0,-500.0,8000.0,rojo,negro,1,3,306,306,306,306
358.0,2025-05-14 12:03:59,9.0,18,54.83617698288459,horario,fibonacci,1.0,0.0,7500.0,rojo,rojo,2,1,307,307,307,307
359.0,2025-05-14 12:13:28,18.0,0,58.38693008970224,antihorario,fibonacci,1.0,0.0,9500.0,rojo,rojo,1,2,308,308,308,308
361.0,2025-05-14 12:14:53,31.0,0,32.506270491537286,sin cambio,fibonacci,1.0,0.0,9500.0,negro,negro,1,3,309,309,309,309
363.0,2025-05-14 12:15:37,34.0,0,58.33802354466184,horario,fibonacci,1.0,0.0,9500.0,rojo,rojo,2,1,310,310,310,310
364.0,2025-05-14 12:17:43,12.0,0,49.98684819347157,antihorario,fibonacci,1.0,0.0,9500.0,1-18,rojo,1,2,311,311,311,311
366.0,2025-05-14 12:18:23,27.0,0,51.44928906550138,horario,fibonacci,1.0,0.0,9500.0,1-18,rojo,1,3,312,312,312,312
368.0,2025-05-14 12:19:09,13.0,0,53.05437458357953,antihorario,fibonacci,1.0,0.0,8500.0,rojo,negro,1,4,313,313,313,313
370.0,2025-05-14 12:29:09,12.0,7,43.689802047164356,antihorario,fibonacci,1.0,0.0,9500.0,rojo,rojo,2,1,314,314,314,314
371.0,2025-05-14 12:29:50,0.0,15,44.55619784646086,sin cambio,fibonacci,1.0,-500.0,9000.0,rojo,0,1,2,315,315,315,315
373.0,2025-05-14 14:40:02,10.0,13,48.24115670947805,antihorario,fibonacci,1.0,0.0,9500.0,negro,negro,2,3,316,316,316,316
375.0,2025-05-14 14:40:47,25.0,15,54.729287077128646,horario,fibonacci,1.0,0.0,9500.0,negro,rojo,3,1,317,317,317,317
377.0,2025-05-14 14:41:31,21.0,18,39.251953332965854,antihorario,fibonacci,1.0,0.0,8500.0,rojo,rojo,1,2,318,318,318,318
379.0,2025-05-14 14:42:16,5.0,0,49.7190994989236,horario,fibonacci,1.0,0.0,8500.0,rojo,rojo,1,3,319,319,319,319
381.0,2025-05-14 14:43:00,16.0,13,46.90076698544215,antihorario,fibonacci,1.0,0.0,8500.0,rojo,rojo,1,4,320,320,320,320
383.0,2025-05-14 14:43:45,9.0,0,50.99873259362197,horario,fibonacci,1.0,0.0,8500.0,rojo,rojo,1,5,321,321,321,321
385.0,2025-05-14 14:58:04,2.0,12,52.464612850615495,horario,fibonacci,1.0,0.0,9500.0,negro,negro,1,6,322,322,322,322
387.0,2025-05-14 17:01:11,27.0,0,52.695337807187826,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,2,1,323,323,323,323
388.0,2025-05-14 17:01:57,0.0,0,41.08600538563859,sin cambio,fibonacci,1.0,-500.0,9000.0,rojo,0,1,2,324,324,324,324
389.0,2025-05-14 17:02:41,9.0,15,52.22974647705233,antihorario,dalembert,2.0,1000.0,9000.0,rojo,rojo,2,3,325,325,325,325
390.0,2025-05-14 17:03:25,17.0,0,55.82233490169059,horario,fibonacci,1.0,-500.0,8000.0,rojo,negro,1,4,326,326,326,326
391.0,2025-05-14 17:04:07,30.0,14,43.59963878937689,antihorario,fibonacci,1.0,500.0,8000.0,rojo,rojo,2,1,327,327,327,327
392.0,2025-05-14 17:04:51,25.0,0,45.540739782688206,horario,fibonacci,1.0,500.0,8000.0,rojo,rojo,1,2,328,328,328,328
393.0,2025-05-14 17:05:35,12.0,0,55.19044815212877,antihorario,fibonacci,1.0,500.0,8000.0,rojo,rojo,1,3,329,329,329,329
394.0,2025-05-14 17:06:17,17.0,0,56.86932534192536,horario,dalembert,1.0,-500.0,7000.0,rojo,negro,1,4,330,330,330,330
395.0,2025-05-14 17:06:56,12.0,0,48.40327455130088,antihorario,fibonacci,1.0,500.0,7000.0,rojo,rojo,2,1,331,331,331,331
396.0,2025-05-14 17:07:43,31.0,0,42.04520520925572,horario,fibonacci,1.0,-500.0,6000.0,rojo,negro,1,2,332,332,332,332
397.0,2025-05-14 17:08:23,9.0,10,46.00657166096362,antihorario,fibonacci,1.0,-500.0,5000.0,19-36,rojo,2,1,333,333,333,333
398.0,2025-05-14 17:09:10,14.0,10,41.54610978530513,horario,fibonacci,2.0,-1000.0,3000.0,impar,rojo,1,2,334,334,334,334
399.0,2025-05-14 17:09:54,36.0,0,52.90735363508377,antihorario,fibonacci,3.0,1500.0,3000.0,rojo,rojo,1,3,335,335,335,335
400.0,2025-05-14 17:10:34,0.0,10,47.50523953703941,horario,fibonacci,1.0,-500.0,2000.0,rojo,0,1,4,336,336,336,336
401.0,2025-05-14 21:13:44,26.0,0,45.13369363216984,horario,fibonacci,1.0,-500.0,9000.0,rojo,negro,2,5,337,337,337,337
402.0,2025-05-14 21:14:34,14.0,0,38.067018728574574,antihorario,fibonacci,2.0,1000.0,9000.0,rojo,rojo,3,1,338,338,338,338
403.0,2025-05-14 21:15:21,1.0,10,45.83222294605512,horario,fibonacci,1.0,500.0,9000.0,rojo,rojo,1,2,339,339,339,339
404.0,2025-05-14 21:16:02,24.0,0,51.136722558689115,antihorario,fibonacci,1.0,-500.0,8000.0,rojo,negro,1,3,340,340,340,340
405.0,2025-05-14 21:16:44,36.0,0,40.585225034572254,horario,fibonacci,1.0,500.0,8000.0,rojo,rojo,2,1,341,341,341,341
406.0,2025-05-14 21:17:29,36.0,0,45.777094350825074,antihorario,fibonacci,1.0,500.0,8000.0,rojo,rojo,1,2,342,342,342,342
407.0,2025-05-14 21:18:10,4.0,0,49.87544439747177,horario,fibonacci,1.0,-500.0,7000.0,rojo,negro,1,3,343,343,343,343
408.0,2025-05-14 21:18:54,25.0,0,41.97198400775064,antihorario,fibonacci,1.0,500.0,7000.0,rojo,rojo,2,1,344,344,344,344
409.0,2025-05-14 21:20:25,1.0,13,40.07863668218859,antihorario,fibonacci,1.0,500.0,7000.0,rojo,rojo,1,2,345,345,345,345
410.0,2025-05-14 21:21:09,13.0,0,48.54253274397417,horario,fibonacci,1.0,500.0,7000.0,negro,negro,1,3,346,346,346,346
411.0,2025-05-14 21:22:39,8.0,0,48.163071930047245,horario,dalembert,1.0,-500.0,6000.0,rojo,negro,2,1,347,347,347,347
412.0,2025-05-14 21:23:21,18.0,0,42.908699206149926,antihorario,fibonacci,1.0,500.0,6000.0,rojo,rojo,3,1,348,348,348,348
413.0,2025-05-14 21:24:52,9.0,10,42.068817349362554,antihorario,fibonacci,1.0,500.0,6000.0,rojo,rojo,1,2,349,349,349,349
414.0,2025-05-14 21:25:37,7.0,0,48.14820715723922,horario,fibonacci,1.0,500.0,6000.0,impar,rojo,1,3,350,350,350,350
415.0,2025-05-14 21:26:25,1.0,10,53.29274771228203,antihorario,fibonacci,1.0,500.0,6000.0,rojo,rojo,1,4,351,351,351,351
416.0,2025-05-14 21:27:11,31.0,0,55.59023112362053,horario,fibonacci,1.0,-500.0,5000.0,rojo,negro,1,5,352,352,352,352
417.0,2025-05-14 21:27:58,30.0,0,53.61278834577663,antihorario,fibonacci,1.0,500.0,5000.0,rojo,rojo,2,1,353,353,353,353
418.0,2025-05-14 21:28:40,14.0,0,48.661764219809015,horario,fibonacci,1.0,500.0,5000.0,rojo,rojo,1,2,354,354,354,354
419.0,2025-05-14 21:29:21,6.0,0,58.71719781922159,antihorario,fibonacci,1.0,-500.0,4000.0,rojo,negro,1,3,355,355,355,355
420.0,2025-05-14 21:30:08,9.0,0,65.414033861492,horario,fibonacci,1.0,500.0,4000.0,rojo,rojo,2,1,356,356,356,356
421.0,2025-05-14 21:30:50,9.0,13,57.29474567459189,antihorario,fibonacci,1.0,500.0,4000.0,rojo,rojo,1,2,357,357,357,357
422.0,2025-05-14 21:31:30,28.0,0,45.95579827783329,horario,fibonacci,1.0,-500.0,3000.0,rojo,negro,1,3,358,358,358,358
423.0,2025-05-14 21:32:10,13.0,0,56.300675999407225,antihorario,fibonacci,1.0,-500.0,2000.0,rojo,negro,2,1,359,359,359,359
425.0,2025-05-15 10:06:27,9.0,10,45.00904321109126,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,3,1,360,360,360,360
427.0,2025-05-15 10:07:10,26.0,15,50.49709642282999,horario,fibonacci,1.0,-500.0,9000.0,1-18,negro,1,2,361,361,361,361
429.0,2025-05-15 10:07:56,9.0,15,49.89479978092216,antihorario,fibonacci,1.0,500.0,9000.0,rojo,rojo,2,1,362,362,362,362
432.0,2025-05-15 10:27:40,25.0,12,46.942521808975144,horario,fibonacci,1.0,500.0,10000.0,rojo,rojo,1,2,363,363,363,363
434.0,2025-05-15 10:29:11,34.0,16,43.70925414427426,horario,fibonacci,1.0,500.0,10000.0,rojo,rojo,1,3,364,364,364,364
437.0,2025-05-17 11:31:15,25.0,0,57.02406946850055,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,1,4,365,365,365,365
439.0,2025-05-17 11:32:39,22.0,0,46.08803508073902,antihorario,fibonacci,1.0,-500.0,9000.0,rojo,negro,1,5,366,366,366,366
441.0,2025-05-17 11:35:35,17.0,13,51.372202230936665,antihorario,fibonacci,1.0,-500.0,9000.0,rojo,negro,2,1,367,367,367,367
443.0,2025-05-17 11:37:05,15.0,13,61.01185051988495,antihorario,fibonacci,2.0,-1000.0,7000.0,rojo,negro,3,1,368,368,368,368
445.0,2025-05-17 11:43:25,20.0,16,47.429684067284974,horario,fibonacci,1.0,-500.0,9000.0,rojo,negro,4,1,369,369,369,369
446.0,2025-05-17 11:44:12,20.0,0,42.83038345051307,antihorario,fibonacci,2.0,0.0,8000.0,rojo,negro,5,1,370,370,370,370
447.0,2025-05-17 11:44:58,14.0,15,37.43477513785829,horario,fibonacci,2.0,1000.0,9000.0,rojo,rojo,6,1,371,371,371,371
448.0,2025-05-17 11:45:43,14.0,0,40.38731385431945,antihorario,fibonacci,1.0,0.0,8500.0,rojo,rojo,1,2,372,372,372,372
450.0,2025-05-17 12:06:07,25.0,10,45.38696292724541,antihorario,fibonacci,1.0,500.0,10000.0,rojo,rojo,1,3,373,373,373,373
452.0,2025-05-17 12:06:50,6.0,0,52.22005956626134,horario,fibonacci,1.0,500.0,10000.0,par,negro,1,4,374,374,374,374
454.0,2025-05-17 12:07:37,8.0,0,48.48338144172811,antihorario,fibonacci,1.0,-500.0,9000.0,rojo,negro,2,1,375,375,375,375
