state_dir_bin,state_jugadores,state_pos_0,state_pos_1,state_pos_2,state_pos_3,state_pos_4,state_pos_5,state_pos_6,state_pos_7,state_pos_8,state_pos_9,state_velocidad,accion,recompensa,next_state_dir_bin,next_state_jugadores,next_state_pos_0,next_state_pos_1,next_state_pos_2,next_state_pos_3,next_state_pos_4,next_state_pos_5,next_state_pos_6,next_state_pos_7,next_state_pos_8,next_state_pos_9,next_state_velocidad
0,1.4,0.4444444444444444,0.6666666666666666,0.7222222222222222,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.6040026547362172,1,35.0,1,0.75,0.6666666666666666,0.7222222222222222,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.5625938556449955
1,0.75,0.6666666666666666,0.7222222222222222,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.5625938556449955,1,35.0,1,0.55,0.7222222222222222,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.46391029088217534
1,0.55,0.7222222222222222,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.46391029088217534,1,-1.0,0,0.75,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.5918241471678463
0,0.75,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.5918241471678463,0,35.0,1,0.75,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.4659209159039845
1,0.75,0.4444444444444444,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.4659209159039845,0,-1.0,0,0.75,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.5850157486699866
0,0.75,0.6111111111111112,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.5850157486699866,-1,-1.0,1,0.75,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.5255979128180792
1,0.75,0.19444444444444445,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.5255979128180792,0,35.0,0,0.75,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.48450357158487667
0,0.75,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.48450357158487667,0,35.0,0,0.75,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.584098759212868
0,0.75,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.584098759212868,0,35.0,1,0.75,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.47402873871899437
1,0.75,0.16666666666666666,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.47402873871899437,0,35.0,1,0.75,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.43764795278161805
1,0.75,0.4166666666666667,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.43764795278161805,0,35.0,0,0.75,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.637558930605725
0,0.75,0.4722222222222222,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.637558930605725,0,-1.0,1,0.5,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.5586206540700357
1,0.5,0.75,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.5586206540700357,1,-1.0,0,0.5,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.585330999629389
0,0.5,0.4444444444444444,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.585330999629389,0,35.0,1,0.75,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.499499117613609
1,0.75,0.0,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.499499117613609,0,35.0,0,0.75,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.46545875329026365
0,0.75,0.75,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.46545875329026365,0,35.0,1,0.65,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.4896249348783851
1,0.65,0.19444444444444445,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.4896249348783851,0,35.0,0,0.75,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.5002727611207569
0,0.75,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.5002727611207569,0,35.0,1,0.75,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.5728831930743974
1,0.75,0.19444444444444445,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.5728831930743974,0,-1.0,0,0.75,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6224879744062904
0,0.75,0.027777777777777776,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6224879744062904,1,35.0,1,0.75,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.46523537011986094
1,0.75,0.5277777777777778,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.46523537011986094,1,35.0,0,0.8,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.5418306100659899
0,0.8,0.2777777777777778,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.5418306100659899,1,35.0,1,0.75,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.4747333127798242
1,0.75,0.6944444444444444,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.4747333127798242,1,35.0,0,0.8,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.4969974456879925
0,0.8,0.8333333333333334,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.4969974456879925,1,-1.0,1,0.75,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.46082892453281
1,0.75,0.19444444444444445,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.46082892453281,0,35.0,0,0.75,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.48576056642433163
0,0.75,0.5833333333333334,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.48576056642433163,0,35.0,1,0.9,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.4940681902689732
1,0.9,0.5277777777777778,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.4940681902689732,0,35.0,0,0.75,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.46559646734748716
0,0.75,0.6388888888888888,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.46559646734748716,0,35.0,0,0.0,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.49143525044629915
0,0.0,0.3611111111111111,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.49143525044629915,0,35.0,0,0.9,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.9444444444444444,0.6323899247869744
0,0.9,0.6666666666666666,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.9444444444444444,0.6323899247869744,0,-1.0,1,1.0,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.9444444444444444,0.8611111111111112,0.5859639931129929
1,1.0,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.9444444444444444,0.8611111111111112,0.5859639931129929,1,35.0,1,0.95,0.9166666666666666,0.8611111111111112,0.5277777777777778,0.5277777777777778,0.9444444444444444,0.25,0.8888888888888888,0.9444444444444444,0.8611111111111112,0.6666666666666666,0.598591462766004
